NR_046018.2	DDX11L1
NR_132652.1	LINC01616
NM_002233.3	KCNA4
NM_001018080.1	FSHB
NM_000510.2	FSHB
NM_152316.2	ARL14EP
NM_001145399.1	MPPED2
NM_001584.2	MPPED2
NM_020869.3	DCDC5
NM_181807.3	DCDC1
NM_181706.4	DNAJC24
NM_144981.2	IMMP1L
NM_001304274.1	IMMP1L
NM_019040.4	ELP4
NM_001288726.1	ELP4
NM_001288725.1	ELP4
NM_001310160.1	PAX6
NM_001310161.1	PAX6
NM_001258465.1	PAX6
NM_000280.4	PAX6
NM_001604.5	PAX6
NM_001258464.1	PAX6
NM_001258463.1	PAX6
NM_001310158.1	PAX6
NM_001258462.1	PAX6
NM_001127612.1	PAX6
NM_001310159.1	PAX6
NR_033971.1	DKFZp686K1684
NR_117094.1	PAUPAR
NR_120526.1	LOC100506675
NR_120527.1	LOC100506675
NM_002901.2	RCN1
NR_132770.1	SNORA88
NM_001198551.1	WT1
NM_001198552.1	WT1
NM_024426.4	WT1
NM_024424.3	WT1
NM_000378.4	WT1
NR_120549.1	WT1-AS
NR_023920.2	WT1-AS
NR_120547.1	WT1-AS
NR_120548.1	WT1-AS
NR_120546.1	WT1-AS
NM_001307929.1	EIF3M
NM_006360.5	EIF3M
NM_001008391.3	CCDC73
NM_024081.5	PRRG4
NM_001076786.2	QSER1
NM_001077242.1	DEPDC7
NM_139160.2	DEPDC7
NM_018393.3	TCP11L1
NM_001145541.1	TCP11L1
NR_015451.1	LINC00294
NM_001326.2	CSTF3
NM_001033506.1	CSTF3
NM_001033505.1	CSTF3
NR_034027.1	CSTF3-AS1
NM_001278163.1	HIPK3
NM_001048200.2	HIPK3
NM_005734.4	HIPK3
NM_001278162.1	HIPK3
NM_012194.2	KIAA1549L
NM_001166692.1	C11orf91
NM_001127223.1	CD59
NM_001127225.1	CD59
NM_001127226.1	CD59
NM_001127227.1	CD59
NM_203330.2	CD59
NM_203329.2	CD59
NM_203331.2	CD59
NM_000611.5	CD59
NM_012175.3	FBXO3
NM_033406.2	FBXO3
NR_120550.1	FBXO3-AS1
NM_001142316.1	LMO2
NM_001142315.1	LMO2
NM_005574.3	LMO2
NM_203364.2	CAPRIN1
NM_005898.4	CAPRIN1
NM_001144030.1	NAT10
NM_024662.2	NAT10
NM_145804.2	ABTB2
NM_001752.3	CAT
NM_198381.1	ELF5
NM_001243081.1	ELF5
NM_001422.3	ELF5
NM_001243080.1	ELF5
NM_001206615.1	EHF
NM_012153.5	EHF
NM_001206616.1	EHF
NM_015957.3	APIP
NM_001135024.1	PDHX
NM_001166158.1	PDHX
NM_003477.2	PDHX
NR_039836.1	MIR1343
NR_120528.1	LOC100507144
NM_001202557.1	CD44
NM_001001392.1	CD44
NM_001202556.1	CD44
NM_001001391.1	CD44
NM_001202555.1	CD44
NM_001001390.1	CD44
NM_001001389.1	CD44
NM_000610.3	CD44
NM_004171.3	SLC1A2
NM_001252652.1	SLC1A2
NM_001195728.2	SLC1A2
NM_015430.3	PAMR1
NM_001001991.2	PAMR1
NM_001282676.1	PAMR1
NM_001282675.1	PAMR1
NM_014344.3	FJX1
NM_017583.5	TRIM44
NM_001304263.1	LDLRAD3
NM_001304264.1	LDLRAD3
NM_174902.3	LDLRAD3
NR_039769.1	MIR3973
NR_135064.1	LOC101928510
NM_001307937.1	COMMD9
NM_014186.3	COMMD9
NM_001307932.1	COMMD9
NM_001101653.1	COMMD9
NM_001160167.1	PRR5L
NM_001160168.1	PRR5L
NM_024841.4	PRR5L
NM_001160169.1	PRR5L
NM_145803.2	TRAF6
NM_004620.3	TRAF6
NM_000448.2	RAG1
NM_001243786.1	RAG2
NM_001243785.1	RAG2
NM_000536.3	RAG2
NM_001276727.1	C11orf74
NM_138787.3	C11orf74
NM_001276726.1	C11orf74
NM_001276723.1	C11orf74
NM_001276725.1	C11orf74
NR_077243.1	C11orf74
NM_001276722.1	C11orf74
NM_001276724.1	C11orf74
NR_135110.1	LOC105376633
NR_120555.1	LOC103312105
NR_120554.1	LOC103312105
NR_120553.1	LINC01493
NR_047673.1	LRRC4C
NR_047674.1	LRRC4C
NM_001258419.1	LRRC4C
NM_020929.2	LRRC4C
NR_120584.1	LINC01499
NR_135065.1	LOC101928591
NR_038309.1	LOC100507205
NR_033868.1	HNRNPKP3
NM_001142931.1	API5
NM_001243747.1	API5
NM_006595.3	API5
NM_001142930.1	API5
NR_024625.1	API5
NM_001307943.1	TTC17
NM_018259.5	TTC17
NR_031577.1	MIR670
NR_131246.1	MIR670HG
NR_029697.1	MIR129-2
NM_016142.2	HSD17B12
NM_139178.3	ALKBH3
NR_026952.1	SEC14L1P1
NR_038907.1	ALKBH3-AS1
NM_001145033.1	C11orf96
NM_001031854.2	ACCSL
NM_001127219.1	ACCS
NM_032592.3	ACCS
NM_207122.1	EXT2
NM_001178083.1	EXT2
NM_000401.3	EXT2
NM_021926.3	ALX4
NM_001024844.1	CD82
NM_002231.3	CD82
NM_130783.4	TSPAN18
NM_001258320.1	TP53I11
NM_001318384.1	TP53I11
NM_001258323.2	TP53I11
NM_001318390.1	TP53I11
NR_134612.1	TP53I11
NM_006034.4	TP53I11
NM_001318389.1	TP53I11
NM_001318388.1	TP53I11
NM_001318387.1	TP53I11
NM_001258322.1	TP53I11
NM_001258321.1	TP53I11
NM_001318386.1	TP53I11
NM_001318385.1	TP53I11
NM_001258324.1	TP53I11
NR_026681.1	LOC221122
NR_046338.1	PRDM11
NM_001256696.1	PRDM11
NM_001256695.1	PRDM11
NM_001247987.1	SYT13
NM_020826.2	SYT13
NR_120558.1	LOC101928812
NR_120557.1	LOC101928812
NR_122071.1	LOC399886
NM_003654.5	CHST1
NR_106976.1	MIR7154
NR_047569.3	LOC100507384
NR_027134.1	DKFZp779M0652
NM_001145266.1	SLC35C1
NM_001145265.1	SLC35C1
NM_018389.4	SLC35C1
NM_001127457.2	CRY2
NM_021117.3	CRY2
NM_005456.3	MAPK8IP1
NM_001080446.2	C11orf94
NM_004813.2	PEX16
NM_057174.2	PEX16
NM_001300722.1	LARGE2
NM_152312.4	LARGE2
NM_001300721.1	LARGE2
NM_016621.3	PHF21A
NM_001101802.1	PHF21A
NR_120565.1	LOC101928894
NM_052854.3	CREB3L1
NM_201532.2	DGKZ
NM_201533.3	DGKZ
NM_001199267.1	DGKZ
NM_001199268.1	DGKZ
NM_003646.3	DGKZ
NM_001199266.1	DGKZ
NM_001105540.1	DGKZ
NR_039837.1	MIR4688
NM_001270550.1	MDK
NM_001012334.2	MDK
NR_073039.1	MDK
NM_001270552.1	MDK
NM_002391.4	MDK
NM_001012333.2	MDK
NM_001270551.1	MDK
NM_000741.3	CHRM4
NM_017749.3	AMBRA1
NM_001300731.1	AMBRA1
NM_001267782.1	AMBRA1
NM_001267783.1	AMBRA1
NR_036117.1	MIR3160-1
NR_036118.1	MIR3160-2
NM_173811.3	HARBI1
NM_001205122.1	ATG13
NM_001346354.1	ATG13
NM_001346335.1	ATG13
NM_001205120.1	ATG13
NM_001346317.1	ATG13
NM_001205119.1	ATG13
NM_001346358.1	ATG13
NM_001346355.1	ATG13
NM_014741.4	ATG13
NM_001346334.1	ATG13
NR_144424.1	ATG13
NM_001346340.1	ATG13
NM_001142673.2	ATG13
NR_144422.1	ATG13
NM_001346318.1	ATG13
NR_144423.1	ATG13
NM_001346311.1	ATG13
NM_001346360.1	ATG13
NM_001346359.1	ATG13
NM_001346351.1	ATG13
NM_001346342.1	ATG13
NM_001346326.1	ATG13
NM_001346352.1	ATG13
NM_001346331.1	ATG13
NM_001346316.1	ATG13
NM_001346321.1	ATG13
NM_001346356.1	ATG13
NM_001205121.1	ATG13
NM_001346337.1	ATG13
NM_001346327.1	ATG13
NM_001346346.1	ATG13
NM_001346330.1	ATG13
NM_001346313.1	ATG13
NM_001346329.1	ATG13
NM_001346349.1	ATG13
NM_001346332.1	ATG13
NM_001346353.1	ATG13
NM_001346336.1	ATG13
NM_001346338.1	ATG13
NM_001346324.1	ATG13
NM_001346312.1	ATG13
NM_001346357.1	ATG13
NM_001346344.1	ATG13
NM_001346325.1	ATG13
NM_001346314.1	ATG13
NM_001346348.1	ATG13
NM_001346323.1	ATG13
NM_001346322.1	ATG13
NM_001346320.1	ATG13
NM_001346350.1	ATG13
NM_001346333.1	ATG13
NM_001346315.1	ATG13
NM_001346328.1	ATG13
NM_001346319.1	ATG13
NM_004308.3	ARHGAP1
NM_024741.2	ZNF408
NM_001184751.1	ZNF408
NM_001311257.1	F2
NM_000506.4	F2
NM_001008938.3	CKAP5
NM_014756.3	CKAP5
NR_049846.1	MIR5582
NR_003056.1	SNORD67
NR_038909.1	LRP4-AS1
NM_002334.3	LRP4
NM_001278222.1	C11orf49
NR_103472.1	C11orf49
NM_024113.4	C11orf49
NM_001003677.2	C11orf49
NM_001003676.2	C11orf49
NR_103471.1	C11orf49
NM_001003678.2	C11orf49
NM_032389.4	ARFGAP2
NM_001242832.1	ARFGAP2
NM_001184975.1	PACSIN3
NM_016223.4	PACSIN3
NM_001184974.1	PACSIN3
NR_106803.1	MIR6745
NM_001300734.1	DDB2
NM_000107.2	DDB2
NM_001302489.1	ACP2
NM_001610.3	ACP2
NM_001302492.1	ACP2
NM_001302491.1	ACP2
NM_001302490.1	ACP2
NM_001251934.1	NR1H3
NM_001251935.1	NR1H3
NM_001130102.2	NR1H3
NM_001130101.2	NR1H3
NM_005693.3	NR1H3
NM_130470.2	MADD
NM_001135944.1	MADD
NM_130474.2	MADD
NM_130472.2	MADD
NM_130471.2	MADD
NM_130473.2	MADD
NM_003682.3	MADD
NM_001135943.1	MADD
NM_130476.2	MADD
NM_130475.2	MADD
NR_120568.1	LOC101928943
NR_120569.1	LOC101928943
NM_000256.3	MYBPC3
NM_001080547.1	SPI1
NM_003120.2	SPI1
NR_039707.1	MIR4487
NR_134854.1	SLC39A13
NM_001128225.2	SLC39A13
NM_152264.4	SLC39A13
NM_001330245.1	SLC39A13
NM_002804.4	PSMC3
NM_005055.4	RAPSN
NM_032645.4	RAPSN
NM_001330272.1	CELF1
NM_001025596.2	CELF1
NM_001172640.1	CELF1
NM_198700.2	CELF1
NM_001172639.1	CELF1
NM_006560.3	CELF1
NM_175732.2	PTPMT1
NM_001143984.1	PTPMT1
NM_001318716.1	KBTBD4
NM_001318725.1	KBTBD4
NM_016506.6	KBTBD4
NM_001318724.1	KBTBD4
NM_001318723.1	KBTBD4
NM_001318720.1	KBTBD4
NM_001318722.1	KBTBD4
NM_001318717.1	KBTBD4
NM_001318718.1	KBTBD4
NM_001318719.1	KBTBD4
NM_018095.5	KBTBD4
NM_001318721.1	KBTBD4
NM_004551.2	NDUFS3
NM_001164379.1	FAM180B
NM_031909.2	C1QTNF4
NM_001317231.1	MTCH2
NM_014342.3	MTCH2
NM_001317233.1	MTCH2
NM_001317232.1	MTCH2
NM_024783.3	AGBL2
NM_001318339.1	FNBP4
NM_015308.3	FNBP4
NR_134636.1	NUP160
NM_015231.2	NUP160
NM_001318399.1	NUP160
NM_001098503.1	PTPRJ
NM_002843.3	PTPRJ
NR_036119.1	MIR3161
NM_001005470.1	OR4B1
NM_001004727.1	OR4X2
NM_001004726.1	OR4X1
NM_001004725.1	OR4S1
NM_001004702.1	OR4C3
NM_001005512.2	OR4A47
NM_001206626.1	TRIM49B
NM_001206631.1	TRIM64C
NM_001193471.1	FOLH1
NM_001193472.1	FOLH1
NM_004476.1	FOLH1
NM_001014986.1	FOLH1
NM_001193473.1	FOLH1
NR_027044.1	LOC440040
NM_001001955.2	OR4C13
NM_001005270.4	OR4C12
NR_003034.2	LOC441601
NR_024504.2	LOC646813
NM_001005272.3	OR4A5
NM_001004703.1	OR4C46
NM_024114.3	TRIM48
NR_038174.2	TRIM51HP
NM_001005274.1	OR4A16
NM_001005275.1	OR4A15
NM_001001920.1	OR4C15
NM_001004701.2	OR4C16
NM_001004700.2	OR4C11
NM_001004124.2	OR4P4
NM_001004059.2	OR4S2
NM_001004704.1	OR4C6
NM_001001967.1	OR5D13
NM_001004735.1	OR5D14
NM_001004738.2	OR5L1
NM_001001952.1	OR5D18
NM_001004739.1	OR5L2
NM_001005496.1	OR5D16
NM_032681.3	TRIM51
NM_001001960.1	OR5W2
NM_006637.1	OR5I1
NM_001005491.1	OR10AG1
NR_027688.2	OR7E5P
NM_003697.1	OR5F1
NM_001001921.1	OR5AS1
NM_001003750.1	OR8I2
NM_001005200.1	OR8H2
NM_001005201.1	OR8H3
NM_001004064.1	OR8J3
NM_001004058.2	OR8K5
NM_001005492.1	OR5J2
NM_001004746.1	OR5T2
NM_001004747.1	OR5T3
NM_001004745.1	OR5T1
NM_001005199.1	OR8H1
NM_001005202.1	OR8K3
NM_001002907.1	OR8K1
NM_001005205.2	OR8J1
NM_001005204.1	OR8U1
NM_001004744.1	OR5R1
NM_001004743.1	OR5M9
NM_001004742.2	OR5M3
NM_001005282.1	OR5M8
NM_001005245.1	OR5M11
NM_001004741.1	OR5M10
NM_001004740.1	OR5M1
NM_001002925.1	OR5AP2
NM_001004730.1	OR5AR1
NM_001005213.1	OR9G1
NM_001005284.1	OR9G4
NR_106743.1	MIR6128
NR_110137.1	LOC101927120
NR_110136.1	LOC101927120
NM_001005323.1	OR5AK2
NR_036445.1	OR5AK4P
NM_001005210.2	LRRC55
NM_005161.4	APLNR
NR_027991.1	APLNR
NM_033396.2	TNKS1BP1
NM_003146.2	SSRP1
NM_002559.3	P2RX3
NM_006093.3	PRG3
NM_001302927.1	PRG2
NM_002728.5	PRG2
NM_001243245.2	PRG2
NM_001302926.1	PRG2
NM_014096.3	SLC43A3
NM_001278206.1	SLC43A3
NM_199329.2	SLC43A3
NM_001278201.1	SLC43A3
NM_017611.2	SLC43A3
NM_178570.2	RTN4RL2
NM_001198810.1	SLC43A1
NM_003627.5	SLC43A1
NM_012456.2	TIMM10
NM_001105565.2	SMTNL1
NM_004223.4	UBE2L6
NM_198183.2	UBE2L6
NM_000062.2	SERPING1
NM_001032295.1	SERPING1
NR_029673.1	MIR130A
NM_145008.2	YPEL4
NM_001142597.1	CLP1
NM_006831.2	CLP1
NM_015457.2	ZDHHC5
NM_153450.2	MED19
NM_001317078.1	MED19
NM_001347892.1	TMX2
NM_001347896.1	TMX2
NM_001347891.1	TMX2
NR_037645.1	TMX2
NM_001144012.2	TMX2
NR_144933.1	TMX2
NM_001347898.1	TMX2
NM_015959.3	TMX2
NM_001347890.1	TMX2
NR_144935.1	TMX2
NR_144934.1	TMX2
NM_001347894.1	TMX2
NM_001347893.1	TMX2
NM_001347895.1	TMX2
NR_037646.1	TMX2-CTNND1
NM_001321335.1	SELENOH
NM_170746.3	SELENOH
NM_001145101.1	BTBD18
NM_001085469.1	CTNND1
NM_001085465.1	CTNND1
NM_001085468.1	CTNND1
NM_001085464.1	CTNND1
NM_001085466.1	CTNND1
NM_001085463.1	CTNND1
NM_001206887.1	CTNND1
NM_001206888.1	CTNND1
NM_001206886.1	CTNND1
NM_001206884.1	CTNND1
NM_001206883.1	CTNND1
NM_001085462.1	CTNND1
NM_001206889.1	CTNND1
NM_001085460.1	CTNND1
NM_001206890.1	CTNND1
NM_001085467.1	CTNND1
NM_001206891.1	CTNND1
NM_001331.2	CTNND1
NM_001085461.1	CTNND1
NM_001085459.1	CTNND1
NM_001206885.1	CTNND1
NM_001085458.1	CTNND1
NM_001005212.3	OR9Q1
NM_001005186.2	OR6Q1
NM_001005211.1	OR9I1
NM_001005283.2	OR9Q2
NM_001004459.1	OR1S2
NM_001004458.1	OR1S1
NM_001004471.2	OR10Q1
NM_207374.3	OR10W1
NM_001005489.1	OR5B17
NM_001005469.1	OR5B3
NM_001005566.2	OR5B2
NM_001004733.2	OR5B12
NM_001005218.1	OR5B21
NM_004811.2	LPXN
NM_001307951.1	LPXN
NM_001143995.2	LPXN
NM_001197051.1	ZFP91
NM_053023.4	ZFP91
NR_024091.1	ZFP91-CNTF
NM_000614.3	CNTF
NM_201648.2	GLYAT
NM_005838.3	GLYAT
NM_145016.3	GLYATL2
NM_001220494.2	GLYATL1
NR_033853.2	LOC283194
NM_080661.4	GLYATL1
NM_001220496.2	GLYATL1
NM_001142704.1	FAM111B
NM_001142703.1	FAM111B
NM_198947.3	FAM111B
NR_110184.1	LOC101927204
NM_001142519.2	FAM111A
NM_001312909.1	FAM111A
NM_001142521.2	FAM111A
NM_001142520.2	FAM111A
NM_001312910.1	FAM111A
NM_198847.2	FAM111A
NM_022074.3	FAM111A
NM_001312911.1	FAM111A
NM_001300727.1	DTX4
NM_015177.1	DTX4
NM_001039396.1	MPEG1
NM_001004729.1	OR5AN1
NM_001001954.1	OR5A2
NM_001004728.1	OR5A1
NM_001004708.1	OR4D6
NM_001004705.1	OR4D10
NM_001004706.1	OR4D11
NM_001004711.1	OR4D9
NM_002556.2	OSBP
NR_036120.1	MIR3162
NM_152716.2	PATL1
NM_001005324.1	OR10V1
NR_045005.1	OR10V2P
NM_001178040.1	STX3
NM_004177.4	STX3
NM_017840.3	MRPL16
NM_005142.2	GIF
NM_001062.3	TCN1
NR_130719.1	OOSP1
NM_173801.4	OOSP2
NM_001031666.1	MS4A3
NM_001031809.1	MS4A3
NM_006138.4	MS4A3
NM_001256916.1	MS4A2
NM_000139.4	MS4A2
NM_152851.2	MS4A6A
NM_152852.2	MS4A6A
NM_001330275.1	MS4A6A
NM_022349.3	MS4A6A
NM_001247999.1	MS4A6A
NR_106758.1	MIR6503
NM_001243266.1	MS4A4A
NM_148975.2	MS4A4A
NM_024021.3	MS4A4A
NM_139249.2	MS4A6E
NM_206940.1	MS4A7
NM_206939.1	MS4A7
NM_206938.1	MS4A7
NM_021201.4	MS4A7
NM_001079692.2	MS4A14
NM_001261827.1	MS4A14
NR_049733.1	MS4A14
NR_049731.1	MS4A14
NM_032597.4	MS4A14
NM_001261828.1	MS4A14
NR_049732.1	MS4A14
NR_049734.1	MS4A14
NM_023945.2	MS4A5
NM_021950.3	MS4A1
NM_152866.2	MS4A1
NM_001164470.1	MS4A12
NM_017716.2	MS4A12
NM_001278320.1	MS4A13
NM_001100909.1	MS4A13
NM_001012417.2	MS4A13
NR_026946.1	LINC00301
NM_031457.1	MS4A8
NM_001310141.1	MS4A18
NM_152717.2	MS4A15
NM_001278242.1	MS4A15
NR_103481.1	MS4A15
NM_001098835.1	MS4A15
NM_206893.3	MS4A10
NM_024098.3	CCDC86
NM_004778.2	PTGDR2
NM_207341.3	ZP1
NM_014502.4	PRPF19
NM_024092.2	TMEM109
NM_178031.2	TMEM132A
NM_017870.3	TMEM132A
NM_016582.2	SLC15A3
NR_027391.1	SLC15A3
NM_001254750.1	CD6
NM_001254751.1	CD6
NR_045638.1	CD6
NM_006725.4	CD6
NM_001346456.1	CD5
NM_014207.3	CD5
NM_017966.4	VPS37C
NM_001079807.3	PGA3
NM_001079808.3	PGA4
NM_014224.4	PGA5
NM_152718.2	VWCE
NM_001923.4	DDB1
NM_015533.3	TKFC
NM_001161452.1	CYB561A3
NM_001161454.1	CYB561A3
NM_153611.4	CYB561A3
NM_001300763.1	CYB561A3
NM_001330281.1	TMEM138
NR_028473.1	TMEM138
NM_016464.4	TMEM138
NM_001173991.2	TMEM216
NM_001173990.2	TMEM216
NM_001330285.1	TMEM216
NM_016499.5	TMEM216
NM_024811.3	CPSF7
NM_001136040.2	CPSF7
NM_001142565.1	CPSF7
NM_017841.2	SDHAF2
NM_001170753.1	PPP1R32
NM_145017.2	PPP1R32
NR_039708.1	MIR4488
NM_001145077.1	LRRC10B
NM_001300773.1	SYT7
NM_001252065.1	SYT7
NM_004200.3	SYT7
NR_110189.1	LOC101927495
NR_002775.2	RPLP0P2
NM_006133.2	DAGLA
NM_001127392.2	MYRF
NR_026882.1	DKFZP434K028
NM_013279.3	MYRF
NM_014206.3	TMEM258
NR_030342.1	MIR611
NM_004111.5	FEN1
NM_013402.4	FADS1
NR_031729.1	MIR1908
NM_001281501.1	FADS2
NM_001281502.1	FADS2
NM_004265.3	FADS2
NM_021727.4	FADS3
NR_106804.1	MIR6746
NM_013401.3	RAB3IL1
NM_001271686.1	RAB3IL1
NM_001139443.1	BEST1
NM_001300786.1	BEST1
NM_001300787.1	BEST1
NM_004183.3	BEST1
NR_134580.1	BEST1
NM_002032.2	FTH1
NM_020238.2	INCENP
NM_001040694.1	INCENP
NM_006552.1	SCGB1D1
NM_002407.2	SCGB2A1
NM_006551.3	SCGB1D2
NM_002411.3	SCGB2A2
NM_206998.1	SCGB1D4
NM_025080.3	ASRGL1
NM_001083926.1	ASRGL1
NM_003357.4	SCGB1A1
NM_024060.3	AHNAK
NM_001346446.1	AHNAK
NM_001346445.1	AHNAK
NM_001620.2	AHNAK
NM_001404.4	EEF1G
NR_106805.1	MIR6747
NM_022830.2	TUT1
NM_004739.3	MTA2
NM_001330292.1	MTA2
NM_001300793.1	EML3
NM_153265.2	EML3
NM_001300794.1	EML3
NM_000327.3	ROM1
NM_001288721.1	B3GAT3
NM_001288723.1	B3GAT3
NM_001288722.1	B3GAT3
NM_012200.3	B3GAT3
NR_109991.1	B3GAT3
NM_001329224.1	GANAB
NM_001329222.1	GANAB
NM_198335.3	GANAB
NM_001329225.1	GANAB
NM_198334.2	GANAB
NM_001278194.1	GANAB
NM_001329223.1	GANAB
NM_001278192.1	GANAB
NM_001278193.1	GANAB
NM_030628.1	INTS5
NR_104414.1	C11orf98
NM_001286086.1	C11orf98
NM_024099.3	LBHD1
NM_001043229.1	METTL12
NR_004390.1	SNORA57
NM_001085372.2	UQCC3
NM_015853.4	UBXN1
NM_001286077.1	UBXN1
NM_001286078.1	UBXN1
NM_203422.3	LRRN4CL
NM_032667.6	BSCL2
NM_001130702.2	BSCL2
NM_001122955.3	BSCL2
NR_037949.1	BSCL2
NR_037948.1	BSCL2
NR_037946.1	HNRNPUL2-BSCL2
NM_012202.4	GNG3
NM_001079559.2	HNRNPUL2
NM_001318812.1	TTC9C
NM_001318815.1	TTC9C
NM_001318813.1	TTC9C
NM_001318814.1	TTC9C
NM_173810.3	TTC9C
NM_001318816.1	TTC9C
NM_024784.3	ZBTB3
NM_002696.2	POLR2G
NM_006473.3	TAF6L
NM_199337.2	TMEM179B
NR_106806.1	MIR6748
NM_001080501.2	TMEM223
NM_001081491.1	NXF1
NM_006362.4	NXF1
NR_106769.1	MIR6514
NM_001244666.1	STX5
NM_003164.4	STX5
NM_001330294.1	STX5
NR_135084.1	LOC105369332
NM_001307977.1	WDR74
NM_018093.3	WDR74
NR_003098.1	SNHG1
NR_000008.2	SNORD22
NR_002560.1	SNORD31
NR_002561.1	SNORD30
NR_002559.1	SNORD29
NR_002562.1	SNORD28
NR_002563.1	SNORD27
NR_002564.1	SNORD26
NR_002565.1	SNORD25
NM_001012664.2	SLC3A2
NM_001012662.2	SLC3A2
NM_002394.5	SLC3A2
NM_001013251.2	SLC3A2
NR_037193.1	SLC3A2
NM_000738.2	CHRM1
NM_004790.4	SLC22A6
NM_153276.2	SLC22A6
NM_153278.2	SLC22A6
NM_153277.2	SLC22A6
NM_004254.3	SLC22A8
NM_001184732.1	SLC22A8
NM_001184733.1	SLC22A8
NM_001184736.1	SLC22A8
NM_001136506.2	SLC22A24
NM_173586.2	SLC22A24
NM_199352.3	SLC22A25
NR_134874.1	SLC22A10
NM_001039752.3	SLC22A10
NM_080866.2	SLC22A9
NM_054108.3	HRASLS5
NM_001146728.1	HRASLS5
NM_001146729.1	HRASLS5
NM_001142536.1	LGALS12
NM_033101.3	LGALS12
NM_001142535.1	LGALS12
NM_001142538.1	LGALS12
NM_001142537.1	LGALS12
NM_004585.4	RARRES3
NM_017878.1	HRASLS2
NM_007069.3	PLA2G16
NM_001128203.1	PLA2G16
NM_015459.4	ATL3
NM_001290048.1	ATL3
NM_001265591.1	RTN3
NR_049751.1	RTN3
NR_049750.1	RTN3
NM_201430.2	RTN3
NM_006054.3	RTN3
NM_001265590.1	RTN3
NM_201428.2	RTN3
NM_201429.2	RTN3
NM_001265589.1	RTN3
NM_001144936.1	C11orf95
NM_138471.2	C11orf84
NM_001163297.1	MARK2
NM_004954.4	MARK2
NM_001163296.1	MARK2
NM_001039469.2	MARK2
NM_017490.3	MARK2
NM_173587.3	RCOR2
NM_024771.3	NAA40
NM_001300800.1	NAA40
NM_004074.2	COX8A
NM_017670.2	OTUB1
NR_003089.1	OTUB1
NM_014067.3	MACROD1
NM_013280.4	FLRT1
NM_001282652.1	STIP1
NM_001282653.1	STIP1
NM_006819.2	STIP1
NM_031471.5	FERMT3
NM_178443.2	FERMT3
NM_001160393.1	TRPT1
NM_001160389.1	TRPT1
NM_001033678.3	TRPT1
NM_001160392.1	TRPT1
NM_031472.3	TRPT1
NM_001330298.1	TRPT1
NM_001160390.1	TRPT1
NM_001271831.1	NUDT22
NM_001128612.2	NUDT22
NM_001128613.2	NUDT22
NM_032344.3	NUDT22
NM_005528.3	DNAJC4
NM_001307981.1	DNAJC4
NM_001307980.1	DNAJC4
NM_001243733.1	VEGFB
NM_003377.4	VEGFB
NM_004470.3	FKBP2
NM_001135208.1	FKBP2
NM_057092.2	FKBP2
NM_138689.2	PPP1R14B
NR_135087.1	LOC105369340
NR_135086.1	LOC105369340
NM_001184883.1	PLCB3
NM_001316314.1	PLCB3
NM_000932.2	PLCB3
NM_004322.3	BAD
NM_032989.2	BAD
NM_001170726.1	GPR137
NM_001177358.1	GPR137
NM_001170881.1	GPR137
NM_020155.3	GPR137
NM_001170880.1	GPR137
NR_133660.1	KCNK4
NM_033310.2	KCNK4
NR_133662.1	KCNK4-TEX40
NR_133661.1	KCNK4
NM_001317090.1	KCNK4
NM_001039496.1	TEX40
NM_001282451.1	ESRRA
NM_004451.4	ESRRA
NM_001282450.1	ESRRA
NM_001286084.1	TRMT112
NM_016404.2	TRMT112
NM_001286082.1	TRMT112
NM_181652.2	PRDX5
NM_181651.2	PRDX5
NM_012094.4	PRDX5
NM_032251.5	CCDC88B
NR_106977.1	MIR7155
NM_001318361.1	RPS6KA4
NM_001300802.1	RPS6KA4
NM_001006944.1	RPS6KA4
NM_003942.2	RPS6KA4
NR_031602.1	MIR1237
NR_073177.1	LOC100996455
NM_001307985.1	SLC22A11
NM_018484.3	SLC22A11
NM_153378.2	SLC22A12
NM_001276327.1	SLC22A12
NM_001276326.1	SLC22A12
NM_144585.3	SLC22A12
NM_138734.2	NRXN2
NM_015080.3	NRXN2
NM_138732.2	NRXN2
NM_001098671.1	RASGRP2
NM_001318398.1	RASGRP2
NM_001098670.1	RASGRP2
NM_153819.1	RASGRP2
NM_005609.3	PYGM
NM_001164716.1	PYGM
NM_001178031.2	SF1
NM_001178030.1	SF1
NM_201997.2	SF1
NM_004630.3	SF1
NM_201995.2	SF1
NM_201998.2	SF1
NM_001346363.1	SF1
NM_001346364.1	SF1
NM_001346410.1	SF1
NM_001346409.1	SF1
NM_004579.4	MAP4K2
NM_001307990.1	MAP4K2
NM_130800.2	MEN1
NM_130801.2	MEN1
NM_000244.3	MEN1
NM_130799.2	MEN1
NM_130802.2	MEN1
NM_130803.2	MEN1
NM_130804.2	MEN1
NM_017525.2	CDC42BPG
NM_006795.3	EHD1
NM_001282444.1	EHD1
NM_001282445.1	EHD1
NR_133639.1	MIR194-2HG
NR_133640.1	MIR194-2HG
NR_133638.1	MIR194-2HG
NR_029578.1	MIR192
NR_029829.1	MIR194-2
NM_015104.2	ATG2A
NR_106808.1	MIR6750
NR_106807.1	MIR6749
NM_006244.3	PPP2R5B
NM_130769.3	GPHA2
NM_001318808.1	MAJIN
NM_001037225.2	MAJIN
NM_001300803.1	MAJIN
NM_001300807.1	BATF2
NM_001300808.1	BATF2
NM_138456.3	BATF2
NM_001199745.1	ARL2
NM_001667.3	ARL2
NR_037650.1	ARL2-SNX15
